TC-2 EXPECT +2 EACH — Y:2025-09-17 before=v6.0 after=39 delta= ; T:2025-09-18 before=v6.0 after=23 delta=
TC-2 RESULT=FAIL
2025-08-28,1
2025-08-29,1
2025-08-30,1
2025-08-31,1
2025-09-01,1
2025-09-02,1
2025-09-03,1
2025-09-04,1
2025-09-05,1
2025-09-06,25
2025-09-07,41
2025-09-08,34
2025-09-11,2
2025-09-12,35
2025-09-13,3
2025-09-14,0
2025-09-15,21
2025-09-16,47
2025-09-17,39
2025-09-18,23
