TC-2 EXPECT +2 EACH — Y:2025-09-21 before=0 after=0 delta=0 ; T:2025-09-22 before=3 after=5 delta=2
TC-2 RESULT=FAIL
2025-08-30,v6.0,1
2025-08-31,v6.0,1
2025-09-01,v6.0,1
2025-09-02,v6.0,1
2025-09-03,v6.0,1
2025-09-04,v6.0,1
2025-09-05,v6.0,1
2025-09-06,v6.0,25
2025-09-07,v6.0,41
2025-09-08,v6.0,34
2025-09-11,v6.0,2
2025-09-12,v6.0,35
2025-09-13,v6.0,3
2025-09-15,v6.0,21
2025-09-16,v6.0,47
2025-09-17,v6.0,67
2025-09-18,v6.0,155
2025-09-19,v6.0,90
2025-09-20,v6.0,0
2025-09-22,v6.0,5
